DateTime,From,Value_IN
2020/2/23 18:14,0x2782025c285bf604b1ac71b63ddb9b93281b8717,0.1
2020/2/23 18:27,0x2782025c285bf604b1ac71b63ddb9b93281b8717,10.0
2020/2/24 20:29,0x2782025c285bf604b1ac71b63ddb9b93281b8717,10.0
2020/2/24 22:20,0x2782025c285bf604b1ac71b63ddb9b93281b8717,1.0
2020/2/25 19:31,0x2782025c285bf604b1ac71b63ddb9b93281b8717,10.0
2020/3/6 16:42,0x2782025c285bf604b1ac71b63ddb9b93281b8717,1.0
2020/3/6 16:44,0x2782025c285bf604b1ac71b63ddb9b93281b8717,1.0
2020/3/6 16:44,0x2782025c285bf604b1ac71b63ddb9b93281b8717,1.0
2020/3/6 16:44,0x2782025c285bf604b1ac71b63ddb9b93281b8717,1.0
2020/3/6 16:44,0x2782025c285bf604b1ac71b63ddb9b93281b8717,1.0
2020/3/6 16:45,0x2782025c285bf604b1ac71b63ddb9b93281b8717,1.0
2020/3/6 16:48,0x2782025c285bf604b1ac71b63ddb9b93281b8717,1.0
2020/3/6 16:48,0x2782025c285bf604b1ac71b63ddb9b93281b8717,1.0
2020/3/6 16:53,0x2782025c285bf604b1ac71b63ddb9b93281b8717,0.1
2020/3/6 16:53,0x2782025c285bf604b1ac71b63ddb9b93281b8717,0.1
