DateTime,From,Value_IN
2020/4/11 14:41,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,10.0
2020/4/11 14:41,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,10.0
2020/4/11 14:41,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,10.0
2020/4/11 14:43,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,1.0
2020/4/11 14:43,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,1.0
2020/4/11 14:43,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,1.0
2020/4/11 14:44,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,1.0
2020/4/11 14:44,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,1.0
2020/4/11 14:45,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,1.0
2020/4/11 14:46,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,1.0
2020/4/11 14:46,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,1.0
2020/4/11 14:46,0xb500fbc98d277a99ea6be65c08947f09faf3bcf6,1.0
