DateTime,From,Value_IN
2021/11/30 4:30,0x280ee3a73e8d76b7ff0f7aa168b5fb74b0268e58,10.0
2021/11/30 4:32,0x280ee3a73e8d76b7ff0f7aa168b5fb74b0268e58,10.0
2021/11/30 4:53,0x280ee3a73e8d76b7ff0f7aa168b5fb74b0268e58,10.0
2021/11/30 4:56,0x280ee3a73e8d76b7ff0f7aa168b5fb74b0268e58,10.0
2021/11/30 4:57,0x280ee3a73e8d76b7ff0f7aa168b5fb74b0268e58,10.0
