DateTime,From,Value_IN
2022/3/18 1:49,0xf4fb383bf363b25b66935cdbb483951ed6597673,100.0
2022/3/18 1:50,0xf4fb383bf363b25b66935cdbb483951ed6597673,100.0
2022/3/18 1:50,0xf4fb383bf363b25b66935cdbb483951ed6597673,100.0
2022/3/18 1:51,0xf4fb383bf363b25b66935cdbb483951ed6597673,1.0
2022/3/18 1:51,0xf4fb383bf363b25b66935cdbb483951ed6597673,1.0
2022/3/18 1:52,0xf4fb383bf363b25b66935cdbb483951ed6597673,1.0
2022/3/18 1:55,0xf4fb383bf363b25b66935cdbb483951ed6597673,0.1
2022/3/18 1:55,0xf4fb383bf363b25b66935cdbb483951ed6597673,0.1
2022/3/18 1:58,0xf4fb383bf363b25b66935cdbb483951ed6597673,0.1
2022/3/23 17:41,0xf4fb383bf363b25b66935cdbb483951ed6597673,10.0
2022/3/23 17:41,0xf4fb383bf363b25b66935cdbb483951ed6597673,10.0
2022/3/23 17:42,0xf4fb383bf363b25b66935cdbb483951ed6597673,10.0
2022/3/23 17:43,0xf4fb383bf363b25b66935cdbb483951ed6597673,10.0
2022/3/23 17:45,0xf4fb383bf363b25b66935cdbb483951ed6597673,10.0
2022/3/23 17:47,0xf4fb383bf363b25b66935cdbb483951ed6597673,10.0
2022/3/23 17:48,0xf4fb383bf363b25b66935cdbb483951ed6597673,1.0
2022/3/23 18:04,0xf4fb383bf363b25b66935cdbb483951ed6597673,1.0
2022/3/23 18:04,0xf4fb383bf363b25b66935cdbb483951ed6597673,1.0
