DateTime,From,Value_IN
2021/10/27 10:36,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
2021/10/27 11:01,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
2021/10/27 11:13,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
2021/10/27 12:19,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
2021/10/27 12:34,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
2021/10/27 12:40,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
2021/10/27 12:50,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
2021/10/27 12:58,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,1.0
2021/10/27 13:07,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,1.0
2021/10/27 13:17,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,1.0
2021/10/28 3:17,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,100.0
2021/10/29 8:19,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
2021/10/29 8:38,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
2021/10/29 9:05,0x8ae56992c31f9aa00d5d88aee2e6856736c11578,10.0
