DateTime,From,Value_IN
2021/12/22 16:01,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,1.0
2021/12/23 0:42,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,10.0
2021/12/23 1:05,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,10.0
2021/12/23 1:35,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,1.0
2021/12/23 1:37,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,1.0
2021/12/23 3:40,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,1.0
2021/12/23 9:43,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,10.0
2021/12/28 3:29,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,1.0
2021/12/28 3:41,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,1.0
2022/1/6 11:37,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,1.0
2022/1/6 11:37,0xfb6c4d2f44dd64ed91314a5eaa4741f663296d66,1.0
