DateTime,From,Value_IN
2020/11/10 18:39,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/21 20:47,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/21 20:51,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/22 18:22,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/22 18:22,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 2:10,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 2:10,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 2:11,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 2:12,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 2:15,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 19:37,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 19:38,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 19:38,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 19:39,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/11/29 19:40,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/12/2 15:46,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2020/12/2 15:48,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2021/5/24 3:12,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2021/5/24 3:12,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2021/5/31 0:20,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,100.0
2021/8/11 18:22,0x8a0bfe04d175d345b5fdcd3e9ca5d00b608ce6a3,1.0
