DateTime,From,Value_IN
2021/8/13 2:58,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2021/8/13 2:58,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2021/8/13 2:59,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:19,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:20,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:21,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:21,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:21,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:21,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:24,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:25,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:25,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:25,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:25,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:25,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:25,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:40,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:40,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:40,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:40,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:42,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:42,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:42,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:42,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:42,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:42,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:43,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:44,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:47,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:50,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:50,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:50,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:50,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:51,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:52,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 12:58,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 13:19,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 13:19,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 13:21,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 13:21,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 13:21,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 13:22,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 13:23,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 13:23,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 13:29,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:09,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:09,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:14,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:14,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:14,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:14,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:14,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:14,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:14,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:16,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:17,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:18,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:18,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:18,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:18,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:20,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:20,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:20,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:20,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:21,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:21,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:22,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:22,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:23,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:24,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:24,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:25,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:25,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:26,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:26,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:27,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:27,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:28,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:28,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:29,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:30,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:30,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:31,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:41,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:41,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:43,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:43,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:45,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:45,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:45,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:45,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:47,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:47,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:47,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:47,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:48,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
2022/1/26 14:48,0x1b7baa734c00298b9429b518d621753bb0f6eff2,100.0
