DateTime,From,Value_IN
2022/1/20 8:05,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/1/20 8:06,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/1/20 8:07,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/1/20 8:08,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/1/20 8:09,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/1/20 8:09,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/1/20 8:10,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/1/20 8:11,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/1/20 8:11,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/1/20 8:13,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 4:19,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 4:20,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 4:21,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 4:22,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 4:23,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:25,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:27,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:31,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:32,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:34,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:36,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:37,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:38,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:40,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:40,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:42,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:43,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:44,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:44,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
2022/2/10 11:45,0x1c7d24f936bdc2d66c86a5752b23e04d72210a16,100.0
