DateTime,From,Value_IN
2020/12/24 8:54,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2020/12/24 9:16,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2020/12/24 9:29,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/2/6 11:44,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/2/15 9:00,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/4/3 8:34,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/4/3 8:36,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/4/3 8:37,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/4/3 8:39,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/5/16 7:21,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/5/16 7:23,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/5/16 7:24,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/5/16 7:26,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/6/14 9:04,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/6/14 9:07,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/6/14 9:09,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/6/14 9:35,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/6/14 9:36,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/6/14 9:38,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/6/14 9:39,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/12 7:16,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/12 7:19,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/12 7:20,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/12 7:25,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/12 7:28,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/12 7:29,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/12 7:30,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/31 8:18,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/31 8:21,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/31 8:22,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/31 8:23,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/31 8:24,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/31 8:25,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/7/31 8:25,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/8/28 6:55,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/8/28 6:56,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/8/28 6:57,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/8/28 6:59,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/8/28 7:00,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/8/28 7:02,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
2021/8/28 7:03,0x3ffba13e5e713cc435271a1c4a50ffcfa835f9d4,100.0
