DateTime,From,Value_IN
2021/10/11 13:51,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:52,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:52,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:53,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:54,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:54,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:54,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:54,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:55,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:56,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:56,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:57,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,10.0
2021/10/11 13:59,0x55a0b9fd4a778745f1b4cfded15117442bd22ed7,1.0
