DateTime,From,Value_IN
2021/3/19 17:36,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 17:37,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 17:38,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 17:39,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 17:40,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 17:42,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 17:42,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 17:44,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 17:45,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 18:18,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 18:18,0x784097df17afddeede012c13540c53f097609611,100.0
2021/3/19 19:52,0x784097df17afddeede012c13540c53f097609611,100.0
