From,Total_Value_IN
0x7d2c110943d00c8f2dc214819416de8328dca724,0.2
0x7d26f68ab0a613ee62f807df585397f7416ad34f,0.2
0x58e11792d0637540ab1f430e4659693659ea2734,0.2
0x9f384b6a59aea47887635e7d54be5951eeb1f840,0.2
0x93f796c39ad968ac90db66bcb3362ac4c02ea3d8,0.2
0x8f542480d69d1ff75ed7528791e130652bcd8d1f,0.2
0x8f384a2761d153fd54115ad1f10a4b2994c97ca5,0.2
0x110aa10240adbc9509bfd56c9e04ebab2d2dd72f,0.2
0x583914180b7c6ff87ef9926f5800985fec85cf9a,0.2
0x5853ed4f26a3fcea565b3fbc698bb19cdf6deb85,0.2
0xd02522de79947c76add6d324f27f816b70230e85,0.2
0x5667865d74b72d37894d7ea807c5c4f350519fac,0.2
0x9eeb74d20f288ed1d2adb6887642ffea656bef2f,0.2
0x7dc6f66999983dad3ed2e04ba026e33a693c8457,0.2
0xd09a205a6be5c053f5d1b0e650616828d6ac038e,0.2
0x5725e5a918eedc6f750ffac876230a09fdfabdd4,0.2
0x595e875d0d430935a3b27c6d86e282c7d2175cfb,0.2
0xf758dd5872764aa919eea2e95411cbf72c299d63,0.2
0x0fd73ea2391d2ee5806a15a22e67d583a403409b,0.2
0xcf673c1447a0bf84ec27386df11f822e267b0b0c,0.2
0x599557d881198939a853071299b88a1c8a7cc47a,0.2
0x10cb408e1285d840caced4d730df2359e3d56444,0.2
0x29da83767509c607a28eba74b50f1469504771da,0.2
0x0d801699678375e43d14f67453e24f17ebbaef8a,0.2
0x0d716f2c8045d77cb1f7ce84f5bf0ffa738abb99,0.2
0xa9e5ed3adf71d2283593ce47e10593fb41300f4d,0.2
0xe48946c26aebe3dd013385c91cb61cab597ab874,0.2
0x2ab4ca33b00eefcf935942b5737e2f172b4c5aac,0.2
0x934adbb72e3a8cbbd4dc0934fd2bd579948eaefb,0.2
0x0de60a92e1d3a78fde11d3151c61902880162c23,0.2
0x58d9d4ea0005f915eba4e08f5c8bba0763a7fd99,0.2
0x7d34442f5d3e41868611ca79fedd30286fe59671,0.2
0x5907338c5e0c4594cb63e9f4a6d834b06f02c715,0.2
0x58f8d61405716095759d7167445428314bbc1ad8,0.2
0x100a6c83d6ae2caebffb26db46a777bc8a52541d,0.2
0x0fffdb30f9c98e7e721e9236ce4f5968665b1a90,0.2
0x0ffa74359117772ef1ec3b73d9b226b59685929c,0.2
0xb3e07b6bdcf50845d9f53d09a779deb5055d4294,0.2
0x2a3eb93322873fbcc160f9d51f3cc4d8f0f539ed,0.2
0xf8af0ce6e95b094e0f6ed06e147271238f21bf61,0.2
0xa9f078b3b6dd6c04308f19def394b6d5a1b8b732,0.2
0x0d8f64f66c69e422bb2420ba6bc784ab3aa031d5,0.2
0xbe1baaecda64848f1b82e601a640a617a0860170,0.2
0x7ba6781620c91676b070d319e7e894bfd4a9ec81,0.2
0xe93b22569f70eeac14c139bfb021ba97cefde9e6,0.2
0x32ee1a14ac77237e79a1d164fe7b72822f3f525a,0.2
0xe462eda23c109e30ca8d731375fcc4f1aa964215,0.2
0x0e396030b09176f41962b0e6b005f4d842e64ac4,0.2
0x939f5cd7aeb98c97806fed124b370c6830551dfd,0.2
0x93678a31240d05ebc16fedc447298a1b795116b1,0.2
0xa028b6bcc6285a55e7d4bf5e3ab283499221572b,0.2
0x5b2ed2ef8f480cc165a600ac451d9d9ebf521e94,0.2
0xf8081afdcd4cd291cbb01d0b644ec64c7254d47e,0.2
0xaa352463f16d1dbbee4ead15a3ebcd9ce525f45e,0.2
0xcf41cd6c06bb1e78e6d0dec4c696b9a483d41561,0.2
0xf7980c30831f96334bf27832141ae062499b540e,0.2
0x5a65c5e4289c34854f07dbb749ec7e8949a9131d,0.2
0x0f5da3af2477480b8ee170946b7ce1ed19ef0522,0.2
0x5aa9488199a103b0999d0e28a783373fefd411bf,0.2
0x0f387551b35c416f391272f68586f99a79d4bc18,0.2
0x7c08d2364565cb7c46e830f2a1d992f5550fef58,0.2
0xbded0d9251666a4f5b7d769653a5a498547b5956,0.2
0xcef50bfaaffe29c6fa3b6f499fceccca3bb7ed2c,0.2
0x9f97bc4cd56bb4d14fa0302f7ddde02241011ed5,0.2
0x2431194dc4901e5cf7797acd1e69ea24468f6c8d,0.2
0xb00f94e0486f86bfbd5cedd0c3f995c080b3244e,0.2
0xdf791afd49ddd1e4c7b98165ec8ba052fa6d09c9,0.2
0x2569f74078fb5cf89384c2ba52db92f71e0ea1cc,0.2
0xe07d6f614cb30d102aa8adb8aeb8c4e8cf320f07,0.2
0xa6be72954fcfe1cd3be370ed7c573024a55d34ef,0.2
0x007f44362400de9f364efa919ff84c6ea9e210d5,0.2
0xc2f29fb4933adaf146a7ab58a525057edd487b75,0.2
0x710f435db686b3527e455d3e60a8e939628a99e1,0.2
0x0062209f3b737fa84107b587f11912ffe2c4ed35,0.2
0x72810529c30fd63ec681e9d54d35c8c203a81e2d,0.2
0xff4d46086ed88f9febc3938c1730c55c77215b96,0.2
0xa73557c2749fea5a185eae5facf9ef310c76ea6a,0.2
0x00afd35b88d33ed3b2036132abb7a449a6952f1a,0.2
0x2e65d32878ae03d75662258eaa5d54881882b111,0.2
0x2e91a7fdd553318d5f27af69fd13c005c56ba744,0.2
0x3ad26e304950247098c43b5eaf32a744576770ab,0.2
0xb262fa34e8fe3b664689945c9f3830a35d30e44b,0.2
0x00a249ec05a60699708b6366f9f207c80e9845e2,0.2
0x7165d6deaf5670cf06b4ed2e933607329e9c3512,0.2
0x7149ac6468ba8a4428bbe7964bd2a89645a6b933,0.2
0xec1af3caf2f069ccd2f6917d68bf3e2d22131575,0.2
0xc2dc013edd48afdcd7b872d51d55ccd1a7717e28,0.30000000000000004
0x71ce55583dfbc229cf5f0cb4279524dc3c56e2aa,0.30000000000000004
0xe0430c83f34b4d722636ec1988412f756b1cee4d,0.30000000000000004
0x7205a1b9c5cf6494ba2ceb5adcca831c05536912,0.30000000000000004
0x3a7edd36ab0f33cc9c4fe7b360b6bdca53bb6129,0.30000000000000004
0x2e465ddca6d2c6c81ce6f260ab13148d43e93371,0.30000000000000004
0xe662c35bc9181e55140362792547df0c86cfe6cc,0.30000000000000004
0xb26e512432f6736f8f4342b51222c60bb5915423,0.30000000000000004
0x59b94b660c7dbd2ce299401a39c66269ed8e07c3,0.30000000000000004
0xbe278527d392ebb1cbe4818b95d984ff0a773d73,0.30000000000000004
0x93622ce2d6ff19bd999b04433be66e0af1a71672,0.30000000000000004
0x2e39d321d6c1a5c754753fedd8ceea14cc6535d5,0.30000000000000004
0x91cb6ee2451eb126d392c69e14e82eceb0ddab01,0.30000000000000004
0xec2e43626763e630679a6d2f70be15bbb04bd4be,0.30000000000000004
0xf884628559bdc838a36cfca0fd5ee490cf35793c,0.30000000000000004
0x58babcd845405c1a4cb4f6f382954c87a2f0ad0f,0.30000000000000004
0x8f9db4d2c1ae4140ae95b8f60a48ca3222f75a01,0.30000000000000004
0x32aa0354e2a15212bf5150252bd5038cfb98ae66,0.30000000000000004
0x7ae537e5b523ab7e5b0223123b29af87d6f08b86,0.30000000000000004
0xcd3424da824e50807c762efa64ec8c5b46223363,0.30000000000000004
0x5d8d9713c44546c7bc2c591ab147fd016e37fc67,0.30000000000000004
0x02e61951f63c727e1b1dac5edab46a9ec3f6e54c,0.30000000000000004
0x031e2e67bee28088c6899298f8f5720a88ded3cf,0.30000000000000004
0xe782657a1043062087232b3c20c4d25e2a982cb3,0.30000000000000004
0xe788fbf79a9c3d97f7d02da858fe5f9cbac6ab2e,0.30000000000000004
0xa546555d8008343c08928ae51fc3313c72a4084c,0.30000000000000004
0x6cf03a77fc24a7c95f622344a6f075d11dc304cd,0.30000000000000004
0x5992ff1959f483d95f967d1002ee361807defbb6,0.30000000000000004
0x0ec3908fab1d6b4496443097a56d243d7fa18401,0.30000000000000004
0x0d83d680fab2bb00372d2ea2686003c83a5c86e5,0.30000000000000004
0x233e01cf1532316de6d4741078e6c192b227631f,0.30000000000000004
0xeceb967a348057999d468cf858cb4fc263b09752,0.30000000000000004
0x017fec7808d48e665cf6068135c45488b54a4eb1,0.30000000000000004
0x7aa92d56bbb5493e5e117735d4c016185637f1a3,0.30000000000000004
0x3395b2be950ea06f119ee15acd142db76cf6029d,0.30000000000000004
0xe3fcb5c7510dc4459168183bfe61f53156a844f7,0.30000000000000004
0x58b297c5a37303b6492b1c153c19de75ae44baad,0.30000000000000004
0xf7078893a35fe3d66cfbf72324bffca601d36665,0.30000000000000004
0x123967b5e51eef1bea412394c51aa6702eddb675,0.30000000000000004
0x0c4d25a1d16b53fd74bd761ba6cd9a7528aec326,0.30000000000000004
0x5ef09cc3e4e63f9d37f1dc57b3fc6e6180178794,0.30000000000000004
0xbd1790f77746d799609d01a3ea241cad0be207d3,0.30000000000000004
0xf6f943f5e625bc5d2968265bdc968694ae50ecb7,0.30000000000000004
0x584c7c9b0a8fb3f648c3912316a2c5e873cf39bb,0.30000000000000004
0x584449564511c8fc7e5172c16abb71801c5aab87,0.30000000000000004
0x11230b6ddfd9377ab40f22c8e3d86f967cfb8a0c,0.30000000000000004
0x58010e72cae9a82f2b8313ebcdd5ae18c941568e,0.30000000000000004
0x23010d869f48b82ebe129c3a39616de795029d9c,0.30000000000000004
0xddf90517e39fa86c6af34ab711eb7b19f033dc9b,0.30000000000000004
0xfd7a1f1661241df5e0756b16cf2a5cd4c5bd1aa1,0.30000000000000004
0x03c9765a306995763a5eab909283b5a7ef1f3611,0.30000000000000004
0x98715b165c59164f2071ec4cf11a91c69484877f,0.30000000000000004
0x985301fbfc7e2062894e5fea5dc7a9985223ca69,0.30000000000000004
0x2fa4242c799a2ce275ad51e19c76e9b45987e98f,0.30000000000000004
0xdabae13cfb6a9cae0426baa456e97ee6a888a360,0.30000000000000004
0x2ffb5adea75eafa170457aef63363677d13c593b,0.30000000000000004
0xc139083865a4f59a5c525437bbe8a935162bd464,0.30000000000000004
0xee620a0991d57f464aad452789a4564ba51245e8,0.30000000000000004
0x039af50fd6a14674221cb8397424e709e606cf15,0.30000000000000004
0xeb552ef1c1811b901279179e3a2d9a2d15bfa633,0.30000000000000004
0x8d17b184e51398ededfef7f5fe671a945e973f4c,0.30000000000000004
0x420638d0052faff73ad3af7214e734ca9be0766e,0.30000000000000004
0xdbd1cbf90735843124a71b31c53ecd6015a1aad8,0.30000000000000004
0x1ffcf68a5dc7fb18038501f6b4c76edd3e2b8491,0.30000000000000004
0x42bec5ffc3b1c7f76a78dc7e9280ab12115197d4,0.30000000000000004
0x2ed4168d94fd7f02a255e768286fdb69c35e7a26,0.30000000000000004
0xa74cdfcfa9466dd95c18f41cb7bd3cea857c3b54,0.30000000000000004
0x123451fc2b00e6b76f8ad80751508dbb22d6dc6d,0.30000000000000004
0x3454c83d8e0cd3d4f31b40b20eb1ab600d2de635,0.30000000000000004
0xf62d484ac0757ad652996afef802962acf7e93e3,0.30000000000000004
0xb422135c56a32fb53409f97c280d2471a07c7f91,0.30000000000000004
0x5555bde9a6a161622aa3e04532e11215c319f583,0.30000000000000004
0x7e99f8688432d27667b5c592394bcdd02fc22782,0.30000000000000004
0x7eaf98f1708c354e758793c620a4608d41a26067,0.30000000000000004
0x7dd9857d636966aee30a9eb13593ae5a1d01ab5c,0.30000000000000004
0xe4dbd0aefd6f0f018bba0e657c893338dfcd4c36,0.30000000000000004
0x3230a57a661e13242458613be116aa132c41369d,0.30000000000000004
0xf988652e96222133809c2d8f7ff181a587c6be89,0.30000000000000004
0xbf2b3dd6b1285a6365b633244367d5caa1c69a5b,0.30000000000000004
0xbf30494d15b0267665d6472a72627c27da16cf1f,0.30000000000000004
0x9410f7f183a00bfb40255692e386d9ab01fd65be,0.30000000000000004
0xf5a7b7fd3550ba2eec2f6b38786989d4d07cc426,0.30000000000000004
0xe63f50cada03d5a9a26bcc01e29199b81d99b842,0.30000000000000004
0xa7ea67a12b0428c104567af7f8d6f16568f5b91c,0.30000000000000004
0x04816ea244d74ccbd0b925175057ea1d4db1af48,0.30000000000000004
0xfdafa40f25825aebfd2267235b0a9f2192a5c9db,0.30000000000000004
0xef62e98b70fa2777d04ce9dbdfb90a29198f7a6e,0.30000000000000004
0x8d3c8d0a600d13d0b36dda0c62fbe54159d41e30,0.30000000000000004
0x1fb5b407527b4b5e8072c50113e612ce68e31523,0.30000000000000004
0x431059b499240067ebfbb2459f2c8816d3f83c41,0.30000000000000004
0x445a6fc0bf61535e7d2ef96258124fdb9a855fdc,0.30000000000000004
0x55ab56e8623a4887701ad0deb53057e8ebe576bf,0.30000000000000004
0x557f30a4c84841c78904131debfa17b15ec79e83,0.30000000000000004
0xf95bd8a8784ccfa04fd6caa0566befdaaf9070d1,0.30000000000000004
0x31f17c7f7b1de79b96a25c64cfb6450a5807574a,0.30000000000000004
0x3202f1a8d08582c5cba69a86ac15a650dccc89d9,0.30000000000000004
0x2afcf41dfb07e1ff201039d9c76dfb972bb67cc8,0.30000000000000004
0x606e53b4a8f1c3b512e457908b25b650747862b4,0.30000000000000004
0x9e79693f8d6384bbc87d1bc50aa2db7814c9eb3f,0.30000000000000004
0x7eff673debd328955e4705ff3ce99fb0f3789d0d,0.30000000000000004
0xbc862a1d9a4f1abe62e2aa5ba58e74a4dc07dedc,0.30000000000000004
0xf9cbebe08abc0ebc9ab9b79a48ec42b8942b9363,0.30000000000000004
0x789c9bda2c17f13d725f4fbd70cf892395788e29,0.30000000000000004
0x44da00f9edf2d02fa37fa73fbe3ee4db5019f068,0.30000000000000004
0xefc225d6344d5bbb3dc9c0c3cee49b1564d25661,0.30000000000000004
0x45e37f6c32df82e128565f24ef2ab9cd27d065ef,0.30000000000000004
0x262343635f655d90f8cd12c130561ac8c0c304ba,0.30000000000000004
0x89799b8246ca5540f09f386c8bc560d5fc7c00c2,0.30000000000000004
0x402920439263bc0fdb780f6950d80098f03acda5,0.30000000000000004
0x41db589631d9784c39837fb2bacdeadd73b709fb,0.30000000000000004
0x88887031f6b95040ab578464dcd5958f82f03569,0.30000000000000004
0xa98130679bc1606ddedc8faa35a8324ed20ecbd1,0.30000000000000004
0xb1b117a45ad71d408eb55475fc3a65454edcc94a,0.30000000000000004
0xf9e958241c1ca380cfcd50170ec43974bded0bff,0.30000000000000004
0x0b220e970c41d02f1bc58d7a9415e57e3e16e992,0.30000000000000004
0x610c92c70eb55dfeafe8970513d13771da79f2e0,0.30000000000000004
0xcabdee4b41fdefbe690a327bf321f5b0b3c5edad,0.30000000000000004
0x62446745bc93f7b199826c50e99acd25da96bf12,0.30000000000000004
0x80561e6abf69a4c81750637da784dfdc2a5a87e5,0.30000000000000004
0xbbce6c0f47f6d516868345f4b0c726b6cb9d57b6,0.30000000000000004
0x7f845a7e078cbf1bdb518e62c4426df6472b72aa,0.30000000000000004
0x5342d139054921ec6a01231f40eda85cfff2b50a,0.30000000000000004
0x133a426938e4331438d97c3a0636968ebcf06c94,0.30000000000000004
0x54136eef23a7557079834b29a4b35c78adc8381c,0.30000000000000004
0x4f2fc90212e949ff4aa32def570744163671f22b,0.30000000000000004
0x9c8b370798658036217b7f85d36c63fd5590e5ae,0.30000000000000004
0x80ffd0d3a16bfb660cb32bf1ed1398df569dccf5,0.30000000000000004
0x50a193e900bf992a390e869d6c98f78222f05f22,0.30000000000000004
0xcaaf0e3e1cb2c4c0467ff3711af01dc1fb931eeb,0.30000000000000004
0xbf71952c5e6f2c312d1b26c1952e39c7691d9701,0.30000000000000004
0x480c54f578422aa5ca727d51a4489bb9be8fcc47,0.30000000000000004
0xf15a6db87bbc8cb6fb1091ae2f41bc5e0d28c7d8,0.30000000000000004
0x1ba2270a9e86dccbbdf713065c109a89a89d038c,0.30000000000000004
0x48e821fa35378f198031b4cfd9dacaa224f6d0fe,0.30000000000000004
0x43dc2d056146dbba181d4fd1c3eb8b8cd4f2746a,0.30000000000000004
0xefe7034298a54b44890ab183f7af87e818ded141,0.30000000000000004
0x758e8e48a3973a8438abe85722feae495b57365b,0.30000000000000004
0x74c6b6602cb6d10895a03aa42299c0fdc68ab1d9,0.30000000000000004
0x6aa73bf0dfc55288b124e88fa650f317d707ebee,0.30000000000000004
0xd35753ddf374691f322ec7563567b58a050d0000,0.30000000000000004
0xd3623d9971fe33eaa00b1d04c6400509ffb3772a,0.30000000000000004
0x9d2657d10d5aba1b99548bffd087c890eadd77d3,0.30000000000000004
0xe874eba20aaf38c030d08cef6da0c401c8793bf1,0.30000000000000004
0xd5c793572ae7623941dc943d150ac701a440756d,0.30000000000000004
0xf2f594d586c5e4497cbdd36f5861216742b1dc71,0.30000000000000004
0x4cd401ef803ad2c00be4ec84e693b35592eff7a0,0.30000000000000004
0xf38ba39310adfe693f549c3deccbaa352d35835d,0.30000000000000004
0x176d08ecd7e639bbe668bd29fa1b3cd85ddab4a6,0.30000000000000004
0x92cbcd133ead3a6b4379488458081a2d78a00554,0.30000000000000004
0x1af86eec2d46160b784ab7f4ff9c62ec7294d762,0.30000000000000004
0x84d052be1f7d0ccafd8d34bdf253ff40d40ef907,0.30000000000000004
0x840bfbbe6a0e52efa225a90bcc9aa4bf26f2ce13,0.30000000000000004
0x4abc46b6e2e28a924163f80c1e07833ee8122795,0.30000000000000004
0x66d38f9042b3ba9ca304e00f5e5b465d29208106,0.30000000000000004
0x47601f257078100703ad8e8556957ab9177a202a,0.30000000000000004
0x1cbd934eaf49fe310ba4e27606029c9def0168e3,0.30000000000000004
0x99eeea521af19909d548ba2504e30fd28e31abc4,0.30000000000000004
0xa4a7cfbfa7f0218a6552f921f95e4858994b8fe3,0.30000000000000004
0xd996a55420d1f671d152bd1e76ec68e11bba2b8d,0.30000000000000004
0xd8bce18462bc2b645875d3c789c22966cc5fab71,0.30000000000000004
0x6505974987cb03b44b824c4266e413e566902d5e,0.30000000000000004
0xfb9e29e16d467017e1cdd0dbbd35f985431bb69e,0.30000000000000004
0x285a6d35af56c44e6b0a59411a34e1895842adaa,0.30000000000000004
0xe2f35b376461e7fdd2f2e45248e4c3cd9626a933,0.30000000000000004
0xbae2f2c0c7306cde1ed22a5614ec3e651477c90d,0.30000000000000004
0x8cb80911206985f108a6c8f5c40edafcbed2649f,0.30000000000000004
0x95a4d6e91ec81fb085d8dc80ae75cf50350c765d,0.30000000000000004
0x3e38330f0ea44554fa0607900438c2a5ad3681a8,0.30000000000000004
0xddba37bb29e55edd28f5fdaefbe5d3df0f60909c,0.30000000000000004
0x02c5f4dd08ea9ba528da4276b94bfc3e10bf5f32,0.30000000000000004
0x01c142e94c8837d62787576bcd6f82a7bfb34ac2,0.30000000000000004
0x25ddb0d6d80140fcb9c4f6dd47d4de3d15d61742,0.30000000000000004
0x35e227614e55da4ab7a3b6e2566a86af2c14cc6c,0.30000000000000004
0x187f31d1598445f491888a2ccf01ef82f92d7e79,0.30000000000000004
0x6745cabb8354791dfffddea7f9b4cb35a5d2b352,0.30000000000000004
0x0715ad9ff9ea563343fd1a1aa9c19d6abad82584,0.30000000000000004
0x66ea8cd4be65c5e65dd8d2f04232b389307d6fe7,0.30000000000000004
0xe2668452ac382ebb01b61863087ff0cea72dbce5,0.30000000000000004
0x18b12be7ac3de29fd6aa84c7d3fd2c2ed5df0fe3,0.30000000000000004
0x18baddbf0285d2d4b68a4647323a15694290b692,0.30000000000000004
0x4c9d4a1310639da40bd47b68553ed6eb366db22c,0.30000000000000004
0x190473b3071946df65306989972706a4c006a561,0.30000000000000004
0x197a78fe1bd3bbb64c1325c027bde8f67bac1770,0.30000000000000004
0x19e79cef0211d323565f8e9a3f8ec0a72b8cd2ca,0.30000000000000004
0xf23fda58c7b927abae31a3c83809424f748c5b88,0.30000000000000004
0xa3a7589afe47415fc81ac99f23c6624a0e5e175d,0.30000000000000004
0x65f480b0b4e33889dabf3a2c3fe3f45a1ddac3a9,0.30000000000000004
0xc7f2e589fe039f82b5551f7f70a4c76b0f0c1a76,0.30000000000000004
0xe7ca9d341b0c1c77f4b2ddc55fbdae28a8e432ac,0.30000000000000004
0x664e41f6787ab8e566e11c54b5d1182f6cebbb8d,0.30000000000000004
0xc87ae4e1030b4920d0df2095881965907f4a320c,0.30000000000000004
0x4c1d58a81f0388225ce55b13da81bec0528c199b,0.30000000000000004
0x4c2002dc1cd3c58ffc6a9a23f2560ae1f07129c4,0.30000000000000004
0xf28213590e20460327055d80b2980ababfb1888d,0.30000000000000004
0x6fcab5625675000e0c32c5c65cf3084fe736bdee,0.30000000000000004
0xedab5a911491455025ce66869a734c9f26907a2c,0.30000000000000004
0xa41492414091d843aa57998fc6202de3cded093d,0.30000000000000004
0x1a6e64a15cb07639eb27471e422a947085c2f4fc,0.30000000000000004
0x4a5d86865fac75990effac49c14254bd00e07143,0.30000000000000004
0x724ca3d3eb2233f67ddc9adebdcee5d451608b6b,0.30000000000000004
0x0091275be2a4f06cec595d147fffe71f8a531690,0.30000000000000004
0x036c09c0b962d9e64d2f43e081edbae42bb18aec,0.30000000000000004
0x732622a6ada79344d4865c1a5451894a04e03350,0.30000000000000004
0x0237123582ea554496713e780e70b0ae5f95560d,0.30000000000000004
0xc48d7f00e9ab747217319b782186c319f4304ed0,0.30000000000000004
0xbdc7f4443b3ce624122bca64a2006a8c7a8fe83c,0.30000000000000004
0x5a3053dbf7690e1303dcf10a32e7b2f85ada5d6a,0.30000000000000004
0x72d2785c7c28c5b56c94d94076f1e5973fea8c20,0.30000000000000004
0x019415853de9cebcd4053147a507ff3e93dd9a75,0.30000000000000004
0xb5660adc0f6113566c5cd42169befdf717e397db,0.30000000000000004
0xb053f9179a40029e273e014d645f8cd59091b0ea,0.30000000000000004
0xecf83286863f135d46471560ef4af8098be28fa9,0.30000000000000004
0x5d196119293f028f8c3aad95e9c2331d9a4a5bb7,0.30000000000000004
0x007ea356ac230e70ab1f0a251d7f25db05a1f48d,0.30000000000000004
0xff1be15d144e8f33f870fab949609eb8d5ca6d21,0.30000000000000004
0xdf164e683920b376d1991a4149ad2f4155ac773b,0.30000000000000004
0x2dcc32cc8d76559deaf66b28e37fc91c5838b56d,0.30000000000000004
0xdff2fc8dd07eb081d0804eb002332b61b31776be,0.4
0xdf00cbb84966379cbc67bb3b4be88e2fe984fe46,0.4
0xcf4ddb96dec34460a8d1d6fa5b79f5046aa76506,0.4
0xc430d9842f7f48c06507317e39a2b7e7fdaf20e4,0.4
0x0f73f298e946ffafb4acd1b18e4ba2fbc393ad72,0.4
0x5cd0bed23a8a32d3a4dd8896d13d468b595b5ede,0.4
0x8f6ecda2c4933c8d602dd332d27482974583bc6d,0.4
0x0f5e04db91eb860f8790f7d2b7b27cf98b6486b9,0.4
0x721966aea8040662c2ea205ca9011db813558c9e,0.4
0x9563c6f3948d9287c3b3d1313d4996aab5edefc9,0.4
0x90e574795c93a90248e806ee1c078499073754bd,0.4
0xa84944735b66e957fe385567dcc85975022fe68a,0.4
0xfc0a377a5fc12772da313d3a11843562f80b2639,0.4
0x30e69579aebec4b4507093830122c0d01f1f65e7,0.4
0x768d956a9f1f706a1340e1ac779cfe99b6a55035,0.4
0xc808517325e479739e5d3a155ad234c93f1c059d,0.4
0x4ba5cf6bca16b158d555bea3f771c3be4535f43a,0.4
0x1bde4552ffdd674a1cab2bbe73a0c9f05aa24ff3,0.4
0xd5b84d885910169f093156733e59825f314b4978,0.4
0x4a43c77ea0f41b4f5fc6c72d01a7bda340e424fe,0.4
0xb9e652ce03f8f9c5a4a816120e2602437eccd75f,0.4
0x61440298da732aad874e6befddbd87503f4f21c2,0.4
0xfafb15d1ea6120de8fbb18bc8e57ae7d75c1218f,0.4
0x782b638a99c7d1f027e10ad3aa35fde0177ab875,0.4
0x75beabbe11d2d63954f0146837cab8675d5af5a8,0.4
0x2806537c447d312f91c260ac87a8042c5d6709db,0.4
0x1a5245ea5210c3b57b7cfdf965990e63534a7b52,0.4
0x863f6ecdf0facde761c3e0b844af94d4e028201a,0.4
0xbad54498151c969051e4c1a773b869a3959b8348,0.4
0x827fc7c1c00f29ea4f37511af071b77c3c3c3411,0.4
0xb48c98bafd9c51466b1614a293ac75faa1d80ea8,0.4
0x2d563cf4a8eb2c8e683d081d3d7d4d8804774ff4,0.4
0x13601688534b5f2ad1d2a6858f0bfc45c57a5c63,0.4
0x13e316def484c67e8006fcd9504c659edbda04e9,0.4
0x2ba8d25c9b1be774189f416d653696b63eacbe31,0.4
0x94b45af5aa6bb224c6dbfcadd2d69583a40650e8,0.4
0x8500c992289b77616ff026c863d87e606526c61c,0.4
0xd8ea3a65575c1778605291ffca5b7d334b01e939,0.4
0x6aa67ebaec1b31b4437741e31d48710707de44f3,0.4
0x8146dcdb54c1566e956cfee6429e47bb97e9674a,0.4
0x2f338e6104cd462523563ce8d0085002ddc56a93,0.4
0xfe390de7a0651c44a669505eaa4e01ad8a448e8c,0.4
0x3793644b4e9d2b7cf78eb80e1a2fa292374b8d7c,0.4
0x0368bec04b11c47a6bb72d611282bb80e029c0c7,0.4
0xf57431303d9020936cb64d3bdf8df18e4abf3fea,0.4
0x7f371e4a677a88b375156e04f0fe01b19bc1bdcf,0.4
0x7f5240053b54d30e4775c4b4452dd09d6f545191,0.4
0x5dc367da6567e2b225109d0d8caf04f138d80b6f,0.4
0xf9c86cab4db95d685c570cffd2c288bdc1d9cb3a,0.4
0xa20528fd267d73499ea33d240436391b114e08be,0.4
0x1e9a65c0337569ca3d40001819fb25952ff23751,0.4
0x43803b21e7d8a78a0c8487b6e9c1ad159c721bb4,0.4
0x44ca22f76d4c58ef2f92c80e9798db93475f4641,0.4
0x0b309bffa2b53d68a3d870c5197c4cfaf01f8308,0.4
0x8d7c7863fb47716470eefe40ba1882bdb5a8f8cf,0.4
0x6188c0deabdd7c51e1c99bc5cdae8ad43b04d201,0.4
0x455e9cf4c897ab8c9e3f98d57962d6df10df8e22,0.4
0xf00a63337a42fd9957fe736fba3f2d3fb8e527f7,0.4
0xf04e951a90a2747feac1eda362cd08df1631ec24,0.4
0x3850c614893d248f87a2a9525270039e48596e17,0.4
0x2b237f6e1affd688d710e8e2e80d1bf99c8abd21,0.4
0xbf8caef4cb8556b92cd1b56534900c2823ab576c,0.4
0xd2fa59811af055e0e94d570ea7f9800c0e5c0428,0.4
0x9433ea2c250d84d3fd6398699d48728fa610569a,0.4
0x5877ac805ed80881546127a3acbc37b4ffa3bb65,0.4
0xdbef0d40188c6e68c443cd5d71e2d7737119db23,0.4
0x6c65fb326e7734ba5508b5d043718288b43b9ed9,0.4
0x742c1eeda27e3b0765cd153b3483c3e2a139e29f,0.4
0x9255b94a75e1cc969d127b421247ea1efdcfbaa1,0.4
0x6b45abebd7e9cfa7767fc5bf67b0eb4a2b421004,0.4
0x393d4c15535a8218a602fe4a9280b3c4d140c127,0.4
0x9823b04fd8377bd6e951dd0747a0f3e091b7a039,0.4
0x443cc23169679d6cb588c080d6a351729e081060,0.4
0xe1006d1ac341784a6e3ecbd2557799ab06e45e4e,0.4
0x2ca3e5abc715812ff67ae116b5dbdc6353f661ae,0.4
0xe610666eecbbb72eb13c02b6e59b8157a8868039,0.4
0x881475210e75b814d5b711090a064942b6f30605,0.4
0x6c5f8256f77e7cefd4485cc27cd00a4116164aea,0.4
0x880a1d7c9755eab60d8de23695b448ce49221721,0.4
0x1fff54cac4105e138983a4e604c1f3335b7b87cc,0.4
0x8a231db6eb88b6b5e6efe3e78c427f90222c3cc9,0.4
0x8a03e0dab7e83076af7200b09780af7856f0298d,0.4
0xb134c95cfc957e30e8d6e9f823277b3253c6205a,0.4
0x020793b7db7551b1d70877579370096b3db0db07,0.4
0x7ddb9db8cff25e762a76d8fb83225365bd8d19e4,0.4
0xd107c1590b87d7236d877c13cebd33f83f5967d2,0.4
0x12323e619a74613af837ee74d3fd20bd2ddfa3cf,0.4
